news_no,title,date,keyword,url,site
197,"""MZ세대 의견 더 들어야"" 윤 대통령 '주 최대 69시간' 재검토 지시",2023.03.14,69시간근무제,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4911825,네이버
198,"[속보]尹, 주69시간 근무제 관련 ""MZ세대 우려…추진 재검토하라""",2023.03.14,69시간근무제,http://www.newsis.com/view/?id=NISX20230314_0002225708&cID=10301&pID=10300,네이버
199,[영상] 노동자의 시간,2023.03.19,69시간근무제,https://www.ytn.co.kr/_ln/0103_202303190637270692,네이버
200,"""주 69시간 근무 지속 불가능…근로시간 유연화 '절실'""",2023.03.23,69시간근무제,https://www.asiatoday.co.kr/view.php?key=20230323010012821,네이버
201,오래 일하는 한국인 ‘kwarosa’...외신도 주목한 ‘주69시간제’,2023.03.15,69시간근무제,https://www.mk.co.kr/article/10681996,네이버
202,오래 일하는 한국인 ‘kwarosa’...외신도 주목한 ‘주69시간제’,2023.03.15,69시간근무제,https://www.mk.co.kr/article/10681996,네이버
203,MZ세대?,2023.03.26,69시간근무제,http://www.kihoilbo.co.kr/news/articleView.html?idxno=1022593,네이버
204,尹 ‘주69시간 근무제’ 재검토 지시에…이재명 “다행”,2023.03.14,69시간근무제,http://www.kukinews.com/newsView/kuk202303140075,네이버
205,"尹대통령, '주 최대 69시간' 도입을 재검토하나",2023.03.14,69시간근무제,https://www.news2day.co.kr/article/20230314500129,네이버
206,"주69시간 근무시간 尹, 보완 검토 지시",2023.03.14,69시간근무제,http://www.hidomin.com/news/articleView.html?idxno=509772,네이버
207,대통령실 “‘주 최대 69시간 근무’ 노동약자 여론 청취해 결정”,2023.03.15,69시간근무제,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202303151021253440640,네이버
208,"尹, ""주69시간 근무제, 추진 재검토…더 설명하고 더 소통하라""",2023.03.14,69시간근무제,http://www.metroseoul.co.kr/article/20230314500183,네이버
209,“민생은 협력” 김기현·이재명 첫 회동…69시간·악연 신경전,2023.03.15,69시간근무제,http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000338959,네이버
210,"尹, ""주69시간 근무제, 추진 재검토…더 설명하고 더 소통하라""",2023.03.14,69시간근무제,http://www.metroseoul.co.kr/article/20230314500183,네이버
211,“민생은 협력” 김기현·이재명 첫 회동…69시간·악연 신경전,2023.03.15,69시간근무제,http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000338959,네이버
212,"대통령실, 69시간제 논란 진화 ""정치권서 상황 둔갑..모든 가능성 검토""",2023.03.15,69시간근무제,http://www.fnnews.com/news/202303151621224370,네이버
213,일의 효율성을 높이는 최상의 근무시간을 찾아라,2023.03.24,69시간근무제,https://magazine.hankyung.com/money/article/202303242920c,네이버
214,"[속보]尹, 주 69시간 근무제 ""MZ세대 의견 청취해 보완·재검토"" 지시",2023.03.14,69시간근무제,https://view.asiae.co.kr/article/2023031410410883893,네이버
215,"'우왕좌왕' 尹정부 근로시간 개편안, 추진 동력 약해질까",2023.03.16,69시간근무제,https://daily.hankooki.com/news/articleView.html?idxno=934819,네이버
216,"이재명, 尹 '주 69시간 근무제' 재검토 지시에 ""아쉽지만 다행""",2023.03.14,69시간근무제,http://www.sisajournal.com/news/articleView.html?idxno=258649,네이버
217,주 60시간은 괜찮나요? 조목조목 따져보니,2023.03.24,69시간근무제,https://h21.hani.co.kr/arti/society/society_general/53569.html,네이버
218,"박홍근 ""윤 대통령 추억여행으로 끝나선 안 돼""",2023.03.16,69시간근무제,https://news.sbs.co.kr/news/endPage.do?news_id=N1007116819&plink=ORI&cooper=NAVER,네이버
219,‘주 69시간’ 혼선 논란에…김기현 “당·정·대 입장 다르지 않아”,2023.03.23,69시간근무제,http://www.segye.com/content/html/2023/03/22/20230322511914.html?OutUrl=naver,네이버
220,"“주 52시간 근무제, 고용 증가 효과 없고 경영 성과만 악화”",2023.03.15,69시간근무제,https://www.munhwa.com/news/view.html?no=2023031501039910226004,네이버
221,"尹 ""연장 근로하더라도 60시간 이상은 무리""…69시간 근무제 보완 지시",2023.03.16,69시간근무제,https://www.ajunews.com/view/20230316154140978,네이버
222,"이재명 ""尹, 주 69시간 재검토 지시 환영""",2023.03.14,69시간근무제,https://www.hankyung.com/politics/article/2023031473377,네이버
223,"尹 ""주 69시간 재검토 지시""..이재명 ""고용 더 하면 돼""",2023.03.14,69시간근무제,http://www.jmbc.co.kr/news/view/31009,네이버
224,주69시간 논란에 김기현호 '정책 주도권' 잡기[금주의 이슈],2023.03.18,69시간근무제,http://www.newsis.com/view/?id=NISX20230317_0002231402&cID=10301&pID=10300,네이버
225,"대통령실 ""주 최대 근로시간, 여론 청취한 뒤 방향 잡겠다""(종합)",2023.03.15,69시간근무제,https://www.yna.co.kr/view/AKR20230315047151001?input=1195m,네이버
226,“연장근로도 주 60시간 이상은 무리라 인식”[주간 舌전],2023.03.20,69시간근무제,https://weekly.khan.co.kr/khnm.html?mode=view&code=113&artid=202303171425111,네이버
227,"한발 물러선 尹, '주 최대 69시간' 근무제 재검토 지시...배경은?",2023.03.15,69시간근무제,http://www.jibs.co.kr/news/articles/articlesDetail/29162?feed=na,네이버
228,"尹, 주69시간 근무제 관련 ""추진 재검토하라…MZ 의견 청취""",2023.03.14,69시간근무제,http://www.ccdn.co.kr/news/articleView.html?idxno=903159,네이버
229,"尹, 주69시간 근무제 관련 ""추진 재검토하라…MZ 의견 청취""",2023.03.14,69시간근무제,http://www.ccdn.co.kr/news/articleView.html?idxno=903159,네이버
230,'주 69시간 노동'이 가짜뉴스라고 주장하는 황당함이란,2023.03.21,69시간근무제,http://www.mediatoday.co.kr/news/articleView.html?idxno=309145,네이버
231,"김기현, 이재명 첫 만남에서 ""주 69시간제 탄력 적용하자""",2023.03.15,69시간근무제,https://www.pressian.com/pages/articles/2023031513563242903?utm_source=naver&utm_medium=search,네이버
232,"박홍근 ""어떤 MZ가 주69시간제 찬성하나…총체적 난국 수준""",2023.03.16,69시간근무제,https://www.joongang.co.kr/article/25147616,네이버
233,"[아침신문 솎아보기] '주 69시간 개편안' 보완 지시에 신문들 ""미세 조정으론 역부족""",2023.03.15,69시간근무제,http://www.mediatoday.co.kr/news/articleView.html?idxno=309041,네이버
234,"""MZ세대 의견 더 들어야"" 윤 대통령 '주 최대 69시간' 재검토 지시",2023.03.15,69시간근무제,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4911918,네이버
235,"김기현, '유연근무제' 논란에 ""정무적 감각 동원 필요""",2023.03.16,69시간근무제,https://www.news1.kr/articles/4984147,네이버
236,"[한일 정상회담] 박홍근 ""尹의 추억여행으로 끝나선 안돼…배상 해법 끌어내야""",2023.03.16,69시간근무제,https://www.yna.co.kr/view/AKR20230316055500001?input=1195m,네이버
237,尹대통령 언급한 주 최대 ‘60시간’…1953년 제정 근로기준법과 같아,2023.03.16,69시간근무제,https://biz.chosun.com/topics/topics_social/2023/03/16/DLEM23O7ERBCRNRDJUHKVCBDW4/?utm_source=naver&utm_medium=original&utm_campaign=biz,네이버
238,"'주 69시간' 공방...與 ""제도 문제 없어"" 野 ""52시간도 안 지켜져""",2023.03.21,69시간근무제,http://news.tf.co.kr/read/ptoday/2006261.htm,네이버
239,"尹 '주 69시간 근로' 백지화 움직임 속 기업 임원들 '반발'…""노동계 왜곡""",2023.03.15,69시간근무제,http://www.inews24.com/view/1575746,네이버
240,"박홍근 “尹 방일, 추억여행으로 끝나선 안돼”",2023.03.16,69시간근무제,https://www.mk.co.kr/article/10683400,네이버
241,"민주·정의당 ""주 69시간 근무제, 재검토 아니라 폐기해야""",2023.03.14,69시간근무제,http://www.womennews.co.kr/news/articleView.html?idxno=233965,네이버
242,"尹대통령 ""69시간 근무제 보완하라""···勞 반발에 한발 물러서",2023.03.14,69시간근무제,http://www.seoulfn.com/news/articleView.html?idxno=481745,네이버
243,'주 69시간 근무제' 관련 질의 받는 이정식 장관,2023.03.21,69시간근무제,https://www.gukjenews.com/news/articleView.html?idxno=2678548,네이버
244,"엄빠 뿔났다…""反육아 69시간제, MZ 얘기만 듣겠다고?""",2023.03.16,69시간근무제,https://www.nocutnews.co.kr/news/5910447,네이버
245,"이재명 ""주 69시간 근로는 퇴행적…주 4.5일제 추진""",2023.03.14,69시간근무제,http://news.tvchosun.com/site/data/html_dir/2023/03/14/2023031490087.html,네이버
246,"이재명 ""주 69시간 근로는 퇴행적…주 4.5일제 추진""",2023.03.14,69시간근무제,http://news.tvchosun.com/site/data/html_dir/2023/03/14/2023031490087.html,네이버
247,"'한일회담'부터 '69시간 근로'까지…여야, 국회 상임위 곳곳 충돌",2023.03.21,69시간근무제,https://www.news1.kr/articles/4988854,네이버
248,"근로시간제도 개편이 69시간 근로?…""왜곡 안 돼""",2023.03.24,69시간근무제,http://www.mediapen.com/news/view/803940,네이버
249,"[뉴스 더하기] “주 69시간 근무제, MZ 타령 그만”",2023.03.15,69시간근무제,https://news.kbs.co.kr/news/view.do?ncd=7627343&ref=A,네이버
250,"김기현 '주 69시간' 혼선 논란에 ""당·정·대 입장 다르지 않아""",2023.03.22,69시간근무제,https://www.news1.kr/articles/4989881,네이버
251,호주 언론 “한국인 평균보다 오래 일해”…과로사(Kwarosa) 소개,2023.03.14,69시간근무제,https://www.donga.com/news/Inter/article/all/20230314/118328738/2,네이버
252,"주52시간 근무제, 응답자 41.6%는 '근무 환경 개선에 이바지'",2023.03.27,69시간근무제,http://www.datanews.co.kr/news/article.html?no=126698,네이버
253,역시나 '용산 2중대'…'주 69시간' 혼선에도 윤 대통령 엄호만,2023.03.22,69시간근무제,http://www.newstomato.com/ReadNews.aspx?no=1181825&inflow=N,네이버
254,"尹 '주69시간 근무제' 재검토 지시…李 ""다행…주4일제 향해 가야""",2023.03.14,69시간근무제,http://www.incheonilbo.com/news/articleView.html?idxno=1185510,네이버
255,[칼럼]윤석열 대통령의 '주 69시간'과 저출산 걱정,2023.03.15,69시간근무제,https://www.nocutnews.co.kr/news/5909926,네이버
256,“세계는 주4일 논의하는데 한국은 거꾸로”…외신도 놀란 ‘주 69시간제’,2023.03.15,69시간근무제,https://www.seoul.co.kr/news/newsView.php?id=20230315500165&wlog_tag3=naver,네이버
257,"한 총리 ""주 69시간 근무제, 선택권 부여가 본질""",2023.03.14,69시간근무제,https://www.ktv.go.kr/content/view?content_id=672115,네이버
258,"""주 69시간제, 대통령이 추진해놓고 MZ에 덮어씌운 꼴""",2023.03.15,69시간근무제,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002910136&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,네이버
259,"이정식 고용부 장관, 주 69시간 논란 휩싸인 '또 다른' 이유",2023.03.20,69시간근무제,http://www.ilyoseoul.co.kr/news/articleView.html?idxno=472604,네이버
260,"[왜이래 김기자]주69시간근무제…원점 재검토, 왜?",2023.03.17,69시간근무제,http://www.newsprime.co.kr/news/article.html?no=596147,네이버
261,"'최대 69시간' 재검토에…中企 ""근로시간 유연제 훼손은 안돼""",2023.03.15,69시간근무제,https://www.news1.kr/articles/4982176,네이버
262,尹 “주60시간 이상 연장근로는 무리”…野 “총체적 난국”,2023.03.16,69시간근무제,https://news.kbs.co.kr/news/view.do?ncd=7628337&ref=A,네이버
263,尹 “주60시간 이상 연장근로는 무리”…野 “총체적 난국”,2023.03.16,69시간근무제,https://news.kbs.co.kr/news/view.do?ncd=7628223&ref=A,네이버
264,"'주 최대 69시간 근로', 10명 중 6명이 반대 [한국갤럽]",2023.03.17,69시간근무제,http://www.sisajournal.com/news/articleView.html?idxno=258952,네이버
265,'주69시간 근무' 소통 나선 대통령실,2023.03.15,69시간근무제,https://www.news1.kr/photos/view/?5883989,네이버
266,"할아버지당 떠나는 손자들? 與, ‘2060 한 지붕 두 가족’ 균열",2023.03.25,69시간근무제,https://weekly.donga.com/3/all/11/4041619/1,네이버
267,"""주69시간 근로 실현 가능성 낮아, 왜곡 말고 추진해야""",2023.03.23,69시간근무제,https://www.ajunews.com/view/20230323092716867,네이버
268,박홍근 “주 69시간제는 ‘살인 근무제’…원점에서 재검토해야”,2023.03.16,69시간근무제,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202303161035208860041,네이버
269,"이재명 ""주 69시간 등 시대착오적 尹 노동 개악 맞설 것""",2023.03.16,69시간근무제,https://www.ytn.co.kr/_ln/0101_202303160055535433,네이버
270,"박홍근 ""尹 방일, 추억여행으로 끝나선 안돼…무능·굴욕 외교 만회하라""",2023.03.16,69시간근무제,https://www.news1.kr/articles/4983528,네이버
271,용산 대통령실의 컨트롤타워 기능에 붙기 시작한 '의문부호',2023.03.24,69시간근무제,http://www.sisajournal.com/news/articleView.html?idxno=259398,네이버
272,"尹, 주 69시간 근무 재검토 지시…""MZ세대 의견 청취하라""(상보)",2023.03.14,69시간근무제,https://view.asiae.co.kr/article/2023031410585100839,네이버
273,"박홍근 ""주 69시간제, 원점에서 재검토해야""",2023.03.16,69시간근무제,http://www.inews24.com/view/1576031,네이버
274,"?대전협 ""전공의 주 69시간 근무제 도입 찬성""",2023.03.08,69시간근무제,https://www.dailymedi.com/news/news_view.php?wr_id=895233,네이버
275,주 52시간→주 69시간 근무제 개편 추진 시작부터 '삐거덕',2023.03.16,69시간근무제,https://www.gukjenews.com/news/articleView.html?idxno=2674824,네이버
276,“69시간 강조해 근로시간 개편안 취지 왜곡돼”…반박 나선 경영계,2023.03.23,69시간근무제,http://www.worklaw.co.kr/view/view.asp?accessSite=Naver&accessMethod=Search&accessMenu=News&in_cate=124&in_cate2=0&gopage=1&bi_pidx=35459,네이버
277,MZ노조도 ‘주 최장 69시간’ 반대…이정식 “비생산적 장시간 근로 탈피”,2023.03.09,69시간근무제,https://biz.chosun.com/topics/topics_social/2023/03/09/25Y6XEC525FARL5VSFAOGR7VLU/?utm_source=naver&utm_medium=original&utm_campaign=biz,네이버
278,윤석열 지지율 반등할까…돌파구는? [윤진석의 정치텔링],2023.03.26,69시간근무제,http://www.sisaon.co.kr/news/articleView.html?idxno=148659,네이버
279,"""주 52시간 근무제, 근무환경 개선 가져왔다""",2023.03.27,69시간근무제,http://www.greenpostkorea.co.kr/news/articleView.html?idxno=206691,네이버
280,"한국노총, 노조 회계장부 제출과 주 69시간 근무제를 '노동개악'으로 규정",2023.03.10,69시간근무제,https://www.news2day.co.kr/article/20230310500147,네이버
281,윤 대통령 '주 최대 69시간' 근로시간 개편안 재검토 지시,2023.03.14,69시간근무제,https://www.smartfn.co.kr/article/view/sfn202303140035,네이버
282,MZ 소통 부족에 '69시간' 진통?…대통령 소통은? [뉴스'까'페],2023.03.19,69시간근무제,https://biz.sbs.co.kr/article_hub/20000108669?division=NAVER,네이버
283,"尹 지지율, 2%p 떨어진 35%…강제징용·노동개혁 여파",2023.03.16,69시간근무제,http://www.m-i.kr/news/articleView.html?idxno=996622,네이버
284,"박명수, 69시간 근로제 소신 발언 “목소리 듣고 정책 만들길”",2023.03.17,69시간근무제,http://sports.khan.co.kr/news/sk_index.html?art_id=202303171431003&sec_id=540201&pt=nv,네이버
285,"김영주 ""주69시간 재검토 그나마 다행…개악 중단해야""",2023.03.15,69시간근무제,https://www.nocutnews.co.kr/news/5910404,네이버
286,"MZ반발·5.18악재·한일역풍 3大 난제, 첫 심판대 오른 김기현號",2023.03.24,69시간근무제,http://www.ilyoseoul.co.kr/news/articleView.html?idxno=472839,네이버
287,[영상] 주 69시간 근무제 규탄 기자회견,2023.03.17,69시간근무제,http://www.dailyimpact.co.kr/news/articleView.html?idxno=94594,네이버
288,"응답자 41.6% ""주 52시간 근무제, 근무환경 개선에 기여""",2023.03.27,69시간근무제,https://www.inthenews.co.kr/news/article.html?no=52685,네이버
289,근로시간 증가? 개편안 바라보는 게임업계 상반된 시선,2023.03.11,69시간근무제,https://www.nocutnews.co.kr/news/5908057,네이버
290,LG 구광모 ‘상속은 이미 다 끝난 얘기’…법원에 답변서 냈다,3일 전,상속,./articles/CBMiLGh0dHBzOi8vbS5raGFuLmNvLmtyL2FydGljbGUvMjAyMzA0MDQxODM4MDAx0gFIaHR0cHM6Ly9tLmtoYW4uY28ua3IvZWNvbm9teS9lY29ub215LWdlbmVyYWwvYXJ0aWNsZS8yMDIzMDQwNDE4MzgwMDEvYW1w?hl=ko&gl=KR&ceid=KR%3Ako,구글
291,"LG 구광모 “상속 소송, 제척기간 지났다” 답변서 제출",3일 전,상속,./articles/CBMiQ2h0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL0Vjb25vbXkvYXJ0aWNsZS9hbGwvMjAyMzA0MDQvMTE4NjgwMjMwLzHSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjMwNDA0LzExODY4MDIzMC8x?hl=ko&gl=KR&ceid=KR%3Ako,구글
292,"[단독] “상속, 제척 기간 지났다” LG 구광모, 한 줄 답변서",3일 전,상속,./articles/CBMiT2h0dHA6Ly9uZXdzLmttaWIuY28ua3IvYXJ0aWNsZS92aWV3LmFzcD9hcmNpZD0wMDE4MTI0OTk1JmNvZGU9NjExNDExMTEmc2lkMT1ob27SATJodHRwczovL20ua21pYi5jby5rci92aWV3X2FtcC5hc3A_YXJjaWQ9MDAxODEyNDk5NQ?hl=ko&gl=KR&ceid=KR%3Ako,구글
293,"LG 구광모 ""상속 소송, 제척기간 지났다"" 답변서 제출",3일 전,상속,./articles/CBMiN2h0dHBzOi8vbmV3cy5tdC5jby5rci9tdHZpZXcucGhwP25vPTIwMjMwNDA0MTUyMTAyNTIwODHSAT1odHRwczovL20ubXQuY28ua3IvcmVuZXcvdmlld19hbXAuaHRtbD9ubz0yMDIzMDQwNDE1MjEwMjUyMDgx?hl=ko&gl=KR&ceid=KR%3Ako,구글
294,"[경제야 놀자!] 상속포기, 손자녀·직계존속까지 해야할까?",20시간 전,상속,./articles/CBMiP2h0dHBzOi8vd3d3LmNjZGFpbHluZXdzLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MjE5Njc5M9IBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
295,"[신간] '2023년도 개정세법 반영, 상속증여세 실무편람' 출간",4시간 전,상속,./articles/CBMiM2h0dHBzOi8vdGZtZWRpYS5jby5rci9tb2JpbGUvYXJ0aWNsZS5odG1sP25vPTE0MjE4MdIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
296,상속재산도 재산분할 대상일까,2일 전,상속,./articles/CBMiOmh0dHBzOi8vd3d3Lmhhbmtvb2tpbGJvLmNvbS9OZXdzL1JlYWQvQTIwMjMwNDA1MTA0NzAwMDE0NzbSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
297,LG 구광모 '상속은 이미 다 끝난 얘기'…법원에 답변서 냈다,3일 전,상속,./articles/CBMiRmh0dHBzOi8vd3d3LmtoYW4uY28ua3IvZWNvbm9teS9lY29ub215LWdlbmVyYWwvYXJ0aWNsZS8yMDIzMDQwNDE4MzgwMDHSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
298,동일세대원으로부터 상속받은 주택의 1세대 1주택 양도소득세 비과세 특례적용 가능할까,3월 27일,상속,./articles/CBMiPWh0dHBzOi8vd3d3LndlZWtseXNlb3VsLm5ldC9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NzIwNjbSAUBodHRwczovL3d3dy53ZWVrbHlzZW91bC5uZXQvbmV3cy9hcnRpY2xlVmlld0FtcC5odG1sP2lkeG5vPTcyMDY2?hl=ko&gl=KR&ceid=KR%3Ako,구글
299,"[판결] ""자녀 전부가 상속포기하면 배우자만 단독 상속""",3월 24일,상속,./articles/CBMiTWh0dHBzOi8vd3d3Lmxhd3RpbWVzLmNvLmtyL0xlZ2FsLU5ld3MvTGVnYWwtTmV3cy1WaWV3P3NlcmlhbD0xODYyNDYma2luZD1BQTAx0gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
300,(LG家 상속재산 분쟁) 구광모 회장 상대로 가족이 상속회복청구소송 ...,3월 12일,상속,./articles/CBMiNmh0dHBzOi8vbS5sYXd0aW1lcy5jby5rci9Db250ZW50L0FydGljbGU_c2VyaWFsPTE4NTk5NdIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
301,상속 포기에 관하여,3월 29일,상속,./articles/CBMiOWh0dHA6Ly93d3cuZ25tYWVpbC5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTUxNTk1OdIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
302,법정 상속지분 초과 취득시 증여세는?,3월 13일,상속,./articles/CBMiQGh0dHA6Ly93d3cuaG91c2luZ2hlcmFsZC5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NDUyMDbSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
303,상속 갈등 끝에 친누나 폭행 살해한 30대 징역 18년 선고,6일 전,상속,./articles/CBMiMmh0dHA6Ly93d3cuaWtiYy5jby5rci9hcnRpY2xlL3ZpZXcva2JjMjAyMzA0MDEwMDA10gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
304,비상교육 처갓집 주식 상속 뜯어보니…,3월 30일,상속,./articles/CBMiOWh0dHA6Ly9uZXdzLmJpendhdGNoLmNvLmtyL2FydGljbGUvbWFya2V0LzIwMjMvMDMvMjkvMDAyMtIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
305,"""이혼 소송 중 남편 사망, 시댁에서 재산 상속 막겠답니다""[이혼챗봇]",4일 전,상속,./articles/CBMiN2h0dHBzOi8vbmV3cy5tdC5jby5rci9tdHZpZXcucGhwP25vPTIwMjMwNDAyMTUyMzE3NDU3MzTSAT1odHRwczovL20ubXQuY28ua3IvcmVuZXcvdmlld19hbXAuaHRtbD9ubz0yMDIzMDQwMjE1MjMxNzQ1NzM0?hl=ko&gl=KR&ceid=KR%3Ako,구글
306,"황선의 세무사 “가업상속공제 최대 600억원으로 확대 , 750만 재외 ...",3월 15일,상속,./articles/CBMiPGh0dHBzOi8vd3d3LnNlanVuZ2lsYm8uY29tL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz00MTk2MtIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
307,[LG家 상속재산 분쟁] '상속인 간 합의의 적법성' 주요 쟁점으로… LG ...,3월 16일,상속,./articles/CBMiNmh0dHBzOi8vbS5sYXd0aW1lcy5jby5rci9Db250ZW50L0FydGljbGU_c2VyaWFsPTE4NjA3MNIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
308,"LG 오너일가 다투는 '상속회복청구', 뭐길래",3월 20일,상속,./articles/CBMiN2h0dHBzOi8vbmV3cy5tdC5jby5rci9tdHZpZXcucGhwP25vPTIwMjMwMzE0MTcxMzA5NjE2ODjSAT1odHRwczovL20ubXQuY28ua3IvcmVuZXcvdmlld19hbXAuaHRtbD9ubz0yMDIzMDMxNDE3MTMwOTYxNjg4?hl=ko&gl=KR&ceid=KR%3Ako,구글
309,부모님의 정신적 상속이 비즈니스 성장에 가장 큰 원동력,2일 전,상속,./articles/CBMiKmh0dHBzOi8vd3d3Lm1rLmNvLmtyL25ld3MvZWNvbm9teS8xMDcwNTAyNNIBH2h0dHBzOi8vbS5tay5jby5rci9hbXAvMTA3MDUwMjQ?hl=ko&gl=KR&ceid=KR%3Ako,구글
310,[전문가 칼럼] 가업상속공제를 받을 수 있는 요건과 절세 금액은 얼만큼 ...,3월 29일,상속,./articles/CBMiM2h0dHBzOi8vdGZtZWRpYS5jby5rci9tb2JpbGUvYXJ0aWNsZS5odG1sP25vPTE0MTc0N9IBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
311,[이슈] 피말리는 오너 일가 소송(1)…LG 상속재산 분쟁,3월 24일,상속,./articles/CBMiOmh0dHBzOi8vd3d3LmludG4uY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTIwMjc5MTDSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
312,"[MK 세무교육]'행복한 부의 이전, 증여로 준비하라!' 6기 모집",5시간 전,상속,./articles/CBMiLWh0dHBzOi8vd3d3Lm1rLmNvLmtyL25ld3MvcmVhbGVzdGF0ZS8xMDcwNjQyONIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
313,[결정](단독) '동기의 착오' 이유로 한 상속포기 취소 신고…,3월 16일,상속,./articles/CBMiNmh0dHBzOi8vbS5sYXd0aW1lcy5jby5rci9Db250ZW50L0FydGljbGU_c2VyaWFsPTE4NjA1MtIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
314,"부동산 '안심상속', 쉽고 빠르게 통합 처리 원스톱서비스",3월 21일,상속,./articles/CBMiQWh0dHBzOi8vd3d3LmhlYWRsaW5lamVqdS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NTEwMzE00gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
315,배우자 상속공제 얼마까지?…자주 묻는 질문 A to Z [혜움의 택스 인사이트],3월 27일,상속,./articles/CBMiPmh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS90aGVwZW4vbW9uZXlpc3QvYXJ0aWNsZS8yMDIzMDMyNzU3NzJR0gE6aHR0cHM6Ly93d3cuaGFua3l1bmcuY29tL3RoZXBlbi9tb25leWlzdC9hbXAvMjAyMzAzMjc1NzcyUQ?hl=ko&gl=KR&ceid=KR%3Ako,구글
316,"김진현 중부국세청장, 안산상공인 만나 '가업상속공제 요건완화' 등 논의",3일 전,상속,./articles/CBMiPGh0dHBzOi8vd3d3LnNlanVuZ2lsYm8uY29tL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz00MjIzNdIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
317,전우원 “상속 위해 할아버지에 애교 강요당해…침실 벽 안에 돈봉투 ...,2일 전,상속,./articles/CBMiP2h0dHBzOi8vd3d3Lm11bmh3YS5jb20vbmV3cy92aWV3Lmh0bWw_bm89MjAyMzA0MDUwMTAzOTkxMDEyNjAwOdIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
318,"[법8] 조상 땅 찾기, 선결적으로 확인해야 할 '상속' 관련 사항",3월 13일,상속,./articles/CBMiN2h0dHBzOi8vbmV3cy5tdC5jby5rci9tdHZpZXcucGhwP25vPTIwMjMwMzEzMTM0OTU5NDQ1MDbSAT1odHRwczovL20ubXQuY28ua3IvcmVuZXcvdmlld19hbXAuaHRtbD9ubz0yMDIzMDMxMzEzNDk1OTQ0NTA2?hl=ko&gl=KR&ceid=KR%3Ako,구글
319,"[인사이드 스토리]②상속포기한 보험대출, 이자는?",3월 13일,상속,./articles/CBMiOmh0dHA6Ly9uZXdzLmJpendhdGNoLmNvLmtyL2FydGljbGUvZmluYW5jZS8yMDIzLzAzLzEwLzAwMTbSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
320,"국세청, ""꼬마빌딩 등 감정평가기준 객관적…항소 예정""",2시간 전,상속,./articles/CBMiOmh0dHBzOi8vd3d3LmludG4uY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTIwMjgxNzTSATxodHRwOi8vd3d3LmludG4uY28ua3IvbmV3cy9hcnRpY2xlVmlld0FtcC5odG1sP2lkeG5vPTIwMjgxNzQ?hl=ko&gl=KR&ceid=KR%3Ako,구글
321,생활법률 상식 - 상속재산의 기여분(며느리의 기여분 청구가능 여부),3월 29일,상속,./articles/CBMiOmh0dHA6Ly93d3cuZG9taW4uY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTE0MTkyNzPSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
