news_no,title,date,keyword,url,site
626,학교비정규직-교육청 임금협상 난항 .. 31일 파업 쟁점은?,3월 20일,임금,./articles/CBMiOGh0dHA6Ly93d3cuZWR1cHJlc3Mua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTEwMTk50gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
627,"포스코퓨처엠, 27년 연속 임금협상 무교섭 타결",3월 30일,임금,./articles/CBMiPGh0dHBzOi8vd3d3LmVsZWN0aW1lcy5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTMxNzc3MtIBP2h0dHBzOi8vd3d3LmVsZWN0aW1lcy5jb20vbmV3cy9hcnRpY2xlVmlld0FtcC5odG1sP2lkeG5vPTMxNzc3Mg?hl=ko&gl=KR&ceid=KR%3Ako,구글
628,"尹대통령 ""임금·휴가 보상체계 불안 없도록 담보책 강구""",3월 20일,임금,./articles/CBMiP2h0dHBzOi8vbmV3cy5laW5mb21heC5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NDI1ODc1MtIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
629,[박영삼의 통계로 보는 노동] 한국 노조 신뢰도 '국제비교 중간 수준',6시간 전,임금,./articles/CBMiP2h0dHBzOi8vd3d3LmxhYm9ydG9kYXkuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTIxNDQyMtIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
630,"0	포스코퓨처엠 27년 연속 무교섭 임금협상 타결	",2023.03.30,임금,https://www.yna.co.kr/view/AKR20230330067100053?input=1195m,네이버
631,3개월마다 해고되는 경비원…70살 노조위원장도 사흘 전 '그만 나오라',어제,해고,./articles/CBMiNmh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9hcmVhL3llb25nbmFtLzEwODY3MjMuaHRtbNIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
632,"서울시사회서비스원 교사 집단해고 위기…""이대로라면 '약자와의 동행' 불가"" | 서울특별시 미디어재단 TBS",어제,해고,./articles/CBMiUGh0dHBzOi8vdGJzLnNlb3VsLmtyL25ld3MvbmV3c1ZpZXcuZG8_dHlwXzgwMD03JmlkeF84MDA9MzQ5MzcxNiZzZXFfODAwPTIwNDg2Mzc50gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
633,"지노위 부당해고 인정받은 보육대체교사들 “광주시,고용 보장하라”",3일 전,해고,./articles/CBMiM2h0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9hcmVhL2hvbmFtLzEwODY0ODAuaHRtbNIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
634,"[속보] 서울 중구, 세종호텔 해고노동자 농성장 강제철거",어제,해고,./articles/CBMiPWh0dHA6Ly93b3JrbndvcmxkLmtjdHUub3JnL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz01MDIxODLSAUBodHRwOi8vd29ya253b3JsZC5rY3R1Lm9yZy9uZXdzL2FydGljbGVWaWV3QW1wLmh0bWw_aWR4bm89NTAyMTgy?hl=ko&gl=KR&ceid=KR%3Ako,구글
635,"""금감원, 퇴직금 등 18억 과다지출…비위직원에 해고예고수당도""(종합)",3일 전,해고,./articles/CBMiL2h0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L0FLUjIwMjMwNDA0MDc2NTUxMDAx0gExaHR0cHM6Ly9tLnluYS5jby5rci9hbXAvdmlldy9BS1IyMDIzMDQwNDA3NjU1MTAwMQ?hl=ko&gl=KR&ceid=KR%3Ako,구글
636,비리로 면직된 직원들에게 '해고 수당'까지 챙겨준 금감원,3일 전,해고,./articles/CBMiOmh0dHBzOi8vd3d3Lmhhbmtvb2tpbGJvLmNvbS9OZXdzL1JlYWQvQTIwMjMwNDA0MDg1ODAwMDQyMDTSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
637,"설계사들 ""보험비교 플랫폼 철회해라""…45만 해고 우려",21분 전,해고,./articles/CBMiS2h0dHBzOi8vd3d3LmVkYWlseS5jby5rci9uZXdzL3JlYWQ_bmV3c0lkPTAyMzc4MDA2NjM1NTczODI0Jm1lZGlhQ29kZU5vPTI1N9IBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
638,"아마존, 게임 사업부 100명 이상 정리 해고 < 게임·인터넷 < 기사본문",2일 전,해고,./articles/CBMiQWh0dHBzOi8vd3d3LmRpZ2l0YWx0b2RheS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NDczMzIx0gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
639,"[단독] SK하이닉스, 이탈리아 기술센터 문 닫는다..전원 해고 절차 밟아",3일 전,해고,./articles/CBMiNGh0dHBzOi8vd3d3LnRoZWd1cnUuY28ua3IvbmV3cy9hcnRpY2xlLmh0bWw_bm89NTE5NjTSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
640,"갑질 당한 대구 경비원 해고에…""누구 맘대로?"" 입주민들 철회했다",3일 전,해고,./articles/CBMiN2h0dHBzOi8vbmV3cy5tdC5jby5rci9tdHZpZXcucGhwP25vPTIwMjMwNDA0MDgyNzU4NDUzMTnSAT1odHRwczovL20ubXQuY28ua3IvcmVuZXcvdmlld19hbXAuaHRtbD9ubz0yMDIzMDQwNDA4Mjc1ODQ1MzE5?hl=ko&gl=KR&ceid=KR%3Ako,구글
641,“주민들 서명으로 해고 철회”...경비원 눈시울,3일 전,해고,./articles/CBMiJ2h0dHBzOi8vbS5zZWd5ZS5jb20vdmlldy8yMDIzMDQwMzUyMDg2ONIBKmh0dHBzOi8vbS5zZWd5ZS5jb20vYW1wVmlldy8yMDIzMDQwMzUyMDg2OA?hl=ko&gl=KR&ceid=KR%3Ako,구글
642,"美 기업, 1분기에만 27만 명 해고…“3년 만에 최대 규모”",4시간 전,해고,./articles/CBMiPmh0dHBzOi8vd3d3LnNpc2Fqb3VybmFsLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MjYwNjkw0gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
643,"""정성으로 아이들 돌봤는데... 우리가 왜 해고 검토 대상?""",17시간 전,해고,./articles/CBMiPWh0dHA6Ly93d3cud2VsZmFyZWlzc3VlLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MTMxNDfSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
644,미국 올 첫분기 석달동안 27만명 해고 '전년보다 4배 급증',22시간 전,해고,./articles/CBMiMmh0dHBzOi8vcmFkaW9rb3JlYS5jb20vbmV3cy9hcnRpY2xlLnBocD91aWQ9NDE1NzU50gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
645,'무해고 경영' 애플도 구조조정 착수 조짐,2일 전,해고,./articles/CBMiP2h0dHA6Ly93d3cuZm9ydHVuZWtvcmVhLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0yNzE3NdIBQmh0dHA6Ly93d3cuZm9ydHVuZWtvcmVhLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0yNzE3NQ?hl=ko&gl=KR&ceid=KR%3Ako,구글
646,"떨고 있는 맥도날드 직원, 대규모 정리해고 임박",2일 전,해고,./articles/CBMiP2h0dHA6Ly93d3cuZm9ydHVuZWtvcmVhLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0yNzEzNtIBQmh0dHA6Ly93d3cuZm9ydHVuZWtvcmVhLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0yNzEzNg?hl=ko&gl=KR&ceid=KR%3Ako,구글
647,주민이 71살 경비원 해고 막았지만…3개월 뒤 재해고 가능성,3월 29일,해고,./articles/CBMiNmh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9hcmVhL3llb25nbmFtLzEwODU2MjQuaHRtbNIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
648,“헤어스타일 이유 해고”…현대차 81만불 배상,9시간 전,해고,./articles/CBMirQFodHRwczovL2F0bGFudGFrLmNvbS8lRUQlOTclQTQlRUMlOTYlQjQlRUMlOEElQTQlRUQlODMlODAlRUMlOUQlQkMtJUVDJTlEJUI0JUVDJTlDJUEwLSVFRCU5NSVCNCVFQSVCMyVBMC0lRUQlOTglODQlRUIlOEMlODAlRUMlQjAlQTgtODElRUIlQTclOEMlRUIlQjYlODgtJUVCJUIwJUIwJUVDJTgzJTgxL9IBsQFodHRwczovL2F0bGFudGFrLmNvbS8lRUQlOTclQTQlRUMlOTYlQjQlRUMlOEElQTQlRUQlODMlODAlRUMlOUQlQkMtJUVDJTlEJUI0JUVDJTlDJUEwLSVFRCU5NSVCNCVFQSVCMyVBMC0lRUQlOTglODQlRUIlOEMlODAlRUMlQjAlQTgtODElRUIlQTclOEMlRUIlQjYlODgtJUVCJUIwJUIwJUVDJTgzJTgxL2FtcC8?hl=ko&gl=KR&ceid=KR%3Ako,구글
649,법원 “미승인 출장·근태불량만으로 직원 해고는 부당”,3월 13일,해고,./articles/CBMiQGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9zb2NpZXR5L3NvY2lldHlfZ2VuZXJhbC8xMDgzMjg4Lmh0bWzSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
650,[단독] 서울시 돌봄기관 '정직원 해고' 법률 검토 했다,3월 26일,해고,./articles/CBMiNWh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9hcmVhL2NhcGl0YWwvMTA4NTE5OS5odG1s0gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
651,"""금감원, 퇴직금 등 18억 과다지출…비위직원에 해고예고수당도""",3일 전,해고,./articles/CBMiJ2h0dHBzOi8vbS5zZWd5ZS5jb20vdmlldy8yMDIzMDQwNDUyNTczN9IBKmh0dHBzOi8vbS5zZWd5ZS5jb20vYW1wVmlldy8yMDIzMDQwNDUyNTczNw?hl=ko&gl=KR&ceid=KR%3Ako,구글
652,"""해고도 억울한데 휴업수당도 안줘""…'법 악용' 5인미만 사업장",3월 30일,해고,./articles/CBMiN2h0dHBzOi8vbmV3cy5tdC5jby5rci9tdHZpZXcucGhwP25vPTIwMjMwMzI4MTQ0MDI1Njg5NDLSAT1odHRwczovL20ubXQuY28ua3IvcmVuZXcvdmlld19hbXAuaHRtbD9ubz0yMDIzMDMyODE0NDAyNTY4OTQy?hl=ko&gl=KR&ceid=KR%3Ako,구글
653,"메타, 1만명 더 자른다…넉달 전 1만1천명 해고했는데",3월 15일,해고,./articles/CBMiTGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9pbnRlcm5hdGlvbmFsL2ludGVybmF0aW9uYWxfZ2VuZXJhbC8xMDgzNjU1Lmh0bWzSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
654,어느 축제장 앞 해고 노동자들의 호소,6일 전,해고,./articles/CBMiKGh0dHBzOi8vd3d3Lm5vY3V0bmV3cy5jby5rci9uZXdzLzU5MjAxMjfSASpodHRwczovL20ubm9jdXRuZXdzLmNvLmtyL25ld3MvYW1wLzU5MjAxMjc?hl=ko&gl=KR&ceid=KR%3Ako,구글
655,[포토] 세종호텔 해고노동자와 연대한 시민들 “부당해고 철회하라”,3월 24일,해고,./articles/CBMiNmh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9zb2NpZXR5L2xhYm9yLzEwODUwODMuaHRtbNIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
656,노동위원회의 부당해고 인정이 입대의 회장 선관주의의무 위반 뜻하는 건 아냐,3월 28일,해고,./articles/CBMiOGh0dHA6Ly93d3cuYXB0bi5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MTAyODQy0gE7aHR0cDovL3d3dy5hcHRuLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0xMDI4NDI?hl=ko&gl=KR&ceid=KR%3Ako,구글
657,"“시간 걸리더라도 복직할 거에요, 반드시” 강은희 부당해고 맞서는 대구인지유치원 노동자들",3월 15일,해고,./articles/CBMiPWh0dHA6Ly93b3JrbndvcmxkLmtjdHUub3JnL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz01MDIwNTXSAUBodHRwOi8vd29ya253b3JsZC5rY3R1Lm9yZy9uZXdzL2FydGljbGVWaWV3QW1wLmh0bWw_aWR4bm89NTAyMDU1?hl=ko&gl=KR&ceid=KR%3Ako,구글
658,"맥킨지 2000명 해고, 감원 태풍 닥친 글로벌 컨설팅업계 - 조선일보",어제,해고,./articles/CBMiT2h0dHBzOi8vd3d3LmNob3N1bi5jb20vZWNvbm9teS93ZWVrbHliaXovMjAyMy8wNC8wNi9QREZTVjM2Nk81RVBMUEdQU0w0RjNTWUtSQS_SAV5odHRwczovL3d3dy5jaG9zdW4uY29tL2Vjb25vbXkvd2Vla2x5Yml6LzIwMjMvMDQvMDYvUERGU1YzNjZPNUVQTFBHUFNMNEYzU1lLUkEvP291dHB1dFR5cGU9YW1w?hl=ko&gl=KR&ceid=KR%3Ako,구글
659,살아남은 자의 슬픔 < 기고 < 오피니언 < 기사본문,어제,해고,./articles/CBMiP2h0dHBzOi8vd3d3LmxhYm9ydG9kYXkuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTIxNDM5NNIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
660,[숏폼] 화려했던 버진 오빗의 몰락 직원 85% 정리해고,4일 전,해고,./articles/CBMiKWh0dHBzOi8vYml6LnNicy5jby5rci9hcnRpY2xlLzIwMDAwMTExMzM10gEtaHR0cHM6Ly9iaXouc2JzLmNvLmtyL2FtcC9hcnRpY2xlLzIwMDAwMTExMzM1?hl=ko&gl=KR&ceid=KR%3Ako,구글
661,"묵시적인 해고의사 표시, 그리고 노동자의 사직서",3월 16일,해고,./articles/CBMiO2h0dHBzOi8vd3d3LmluY2hlb25pbi5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTk0MjU50gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
662,"디즈니 CEO, 7000명 정리해고 착수",3월 28일,해고,./articles/CBMiP2h0dHA6Ly93d3cuZm9ydHVuZWtvcmVhLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0yNzAxONIBQmh0dHA6Ly93d3cuZm9ydHVuZWtvcmVhLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0yNzAxOA?hl=ko&gl=KR&ceid=KR%3Ako,구글
663,구글 대규모 해고 여파...직원 불만 고조,3월 21일,해고,./articles/CBMiK2h0dHBzOi8vemRuZXQuY28ua3Ivdmlldy8_bm89MjAyMzAzMjEwODI2MzXSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
664,"애플, 소매점 직원 일부 감원…대규모 해고 머지않았다?",3일 전,해고,./articles/CBMiLGh0dHA6Ly9tLmRkYWlseS5jby5rci9tL21fYXJ0aWNsZS8_bm89MjYwOTYw0gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
665,"경질 된 감독에 '카운트펀치'... 첼시 MF ""일부 선수, 포터 해고 원했다"" - 조선일보",17시간 전,해고,./articles/CBMiU2h0dHBzOi8vd3d3LmNob3N1bi5jb20vc3BvcnRzL3dvcmxkLWZvb3RiYWxsLzIwMjMvMDQvMDYvRFpHU0ZUQ01HSkJSRDJYRUxVN0VUREVaNVEv0gFiaHR0cHM6Ly93d3cuY2hvc3VuLmNvbS9zcG9ydHMvd29ybGQtZm9vdGJhbGwvMjAyMy8wNC8wNi9EWkdTRlRDTUdKQlJEMlhFTFU3RVRERVo1US8_b3V0cHV0VHlwZT1hbXA?hl=ko&gl=KR&ceid=KR%3Ako,구글
666,"""매장에 에어컨 설치 요구했다고 해고""…테슬라 前직원 소송제기",3월 18일,해고,./articles/CBMiL2h0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L0FLUjIwMjMwMzE4MDAyNjAwMDc10gExaHR0cHM6Ly9tLnluYS5jby5rci9hbXAvdmlldy9BS1IyMDIzMDMxODAwMjYwMDA3NQ?hl=ko&gl=KR&ceid=KR%3Ako,구글
667,'너무 많이' 뽑았나? 2차 해고 칼바람 부는 실리콘밸리,3월 22일,해고,./articles/CBMiOGh0dHBzOi8vbS5oYW5rb29raWxiby5jb20vTmV3cy9SZWFkL0EyMDIzMDMyMTEyNDQwMDAzNzQ20gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
668,"MS '인공지능 윤리팀' 전원 해고, 왜?",3월 16일,해고,./articles/CBMiM2h0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9lY29ub215L2l0LzEwODM4NjIuaHRtbNIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
669,"""이제 맥북 대신 크롬북""...구글, 1.2만명 해고 이어 직원복지도 축소",3일 전,해고,./articles/CBMiN2h0dHBzOi8vbmV3cy5tdC5jby5rci9tdHZpZXcucGhwP25vPTIwMjMwNDA0MTkwNjAwNjc4NTTSAT1odHRwczovL20ubXQuY28ua3IvcmVuZXcvdmlld19hbXAuaHRtbD9ubz0yMDIzMDQwNDE5MDYwMDY3ODU0?hl=ko&gl=KR&ceid=KR%3Ako,구글
670,“일을 재미로 해?”...1만2천명 해고하고 복지까지 끊은 세계 최고 ‘꿈의 직장’ [월가월부],어제,해고,./articles/CBMiKmh0dHBzOi8vd3d3Lm1rLmNvLmtyL25ld3MvZWNvbm9teS8xMDcwMzU1MNIBH2h0dHBzOi8vbS5tay5jby5rci9hbXAvMTA3MDM1NTA?hl=ko&gl=KR&ceid=KR%3Ako,구글
671,"미국 GM 또 정리해고 돌입, 전기차 전환 통증···국내도 부품업체 타격",3월 10일,해고,./articles/CBMiRmh0dHBzOi8vd3d3LmtoYW4uY28ua3IvZWNvbm9teS9lY29ub215LWdlbmVyYWwvYXJ0aWNsZS8yMDIzMDMxMDE1MTgwMTHSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
672,육아휴직 쓰면 해고통보...회사 허락없는 육휴 의무화 목소리,3일 전,해고,./articles/CBMiLGh0dHBzOi8vbS5hanVuZXdzLmNvbS92aWV3LzIwMjMwNDAzMTUwNDM1MTE00gEraHR0cHM6Ly9tLmFqdW5ld3MuY29tL2FtcC8yMDIzMDQwMzE1MDQzNTExNA?hl=ko&gl=KR&ceid=KR%3Ako,구글
673,“우선 내보낼 사람 명단입니다” 인공지능이 해고할 직원도 고르나 - 조선일보,3월 10일,해고,./articles/CBMiT2h0dHBzOi8vd3d3LmNob3N1bi5jb20vZWNvbm9teS93ZWVrbHliaXovMjAyMy8wMy8wOS9IM01KWFBRRDdKRkhIQ1RJTUNRSDdMUlFINC_SAV5odHRwczovL3d3dy5jaG9zdW4uY29tL2Vjb25vbXkvd2Vla2x5Yml6LzIwMjMvMDMvMDkvSDNNSlhQUUQ3SkZISENUSU1DUUg3TFJRSDQvP291dHB1dFR5cGU9YW1w?hl=ko&gl=KR&ceid=KR%3Ako,구글
674,'줄잇는 정리해고 vs. IT 인력난 지속'··· 일자리 현실은?,3월 13일,해고,./articles/CBMiJGh0dHBzOi8vd3d3LmNpb2tvcmVhLmNvbS9uZXdzLzI4MTk0N9IBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
675,"""내 여자로 해주겠다""…日교수 78명 성희롱 걸려도 해고는 4명뿐",4일 전,해고,./articles/CBMiN2h0dHBzOi8vbmV3cy5tdC5jby5rci9tdHZpZXcucGhwP25vPTIwMjMwNDAzMDc1ODMzNDA5ODnSAT1odHRwczovL20ubXQuY28ua3IvcmVuZXcvdmlld19hbXAuaHRtbD9ubz0yMDIzMDQwMzA3NTgzMzQwOTg5?hl=ko&gl=KR&ceid=KR%3Ako,구글
676,"트위치, 직원 400명 해고 전망",3월 21일,해고,./articles/CBMiK2h0dHBzOi8vemRuZXQuY28ua3Ivdmlldy8_bm89MjAyMzAzMjEwOTE1MjfSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
677,"[외신] 리처드 브랜슨의 로켓 회사 버진 오빗, 직원 85% 해고 예정",4일 전,해고,./articles/CBMiNWh0dHBzOi8vd3d3Lm1vYmlpbnNpZGUuY28ua3IvMjAyMy8wNC8wMy92aXJnaW4tb3JiaXQv0gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
678,기업이 “AI가 해고했소” 책임 못 돌리게… 개인정보법 손질 - 조선일보,3일 전,해고,./articles/CBMiTWh0dHBzOi8vd3d3LmNob3N1bi5jb20vZWNvbm9teS90ZWNoX2l0LzIwMjMvMDQvMDQvRkZEUTVERkpQSkVDSERZVzdDNlVOQk1HNzQv0gFcaHR0cHM6Ly93d3cuY2hvc3VuLmNvbS9lY29ub215L3RlY2hfaXQvMjAyMy8wNC8wNC9GRkRRNURGSlBKRUNIRFlXN0M2VU5CTUc3NC8_b3V0cHV0VHlwZT1hbXA?hl=ko&gl=KR&ceid=KR%3Ako,구글
679,"안준영 PD 놓지 못한 CJ ENM, 재입사 사과했지만 해고는 아직 [전문] - 서울경제",2일 전,해고,./articles/CBMiK2h0dHBzOi8vd3d3LnNlZGFpbHkuY29tL05ld3NWaWV3LzI5TzZPWDJWNErSASxodHRwczovL20uc2VkYWlseS5jb20vTmV3c1ZpZXdBbXAvMjlPNk9YMlY0Sg?hl=ko&gl=KR&ceid=KR%3Ako,구글
680,"[데스크 칼럼] AI로 직원 해고하는 시대, 기업들은 숨기기만 할 건가 - 조선비즈",3월 25일,해고,./articles/CBMiUWh0dHBzOi8vYml6LmNob3N1bi5jb20vb3Bpbmlvbi9kZXNrX2NvbHVtbi8yMDIzLzAzLzI1L0JIR0NZSlZQREZEQ1BQQUNRNE5GUEZRTTRVL9IBYGh0dHBzOi8vYml6LmNob3N1bi5jb20vb3Bpbmlvbi9kZXNrX2NvbHVtbi8yMDIzLzAzLzI1L0JIR0NZSlZQREZEQ1BQQUNRNE5GUEZRTTRVLz9vdXRwdXRUeXBlPWFtcA?hl=ko&gl=KR&ceid=KR%3Ako,구글
681,노조 만든 날 “넌 해고야”…택시업체 대표 벌금형 확정,3월 10일,해고,./articles/CBMiQGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9zb2NpZXR5L3NvY2lldHlfZ2VuZXJhbC8xMDgzMDAwLmh0bWzSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
682,"미국 기업 1, 2월 정리해고, 2009년 이래 최고치",3월 10일,해고,./articles/CBMiPGh0dHBzOi8vd3d3LnNpc2F3ZWVrbHkuY29tL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0zODQ0MdIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
683,"'2차 정리해고' 닥쳤다…신의 직장, 칼바람으로 '흉흉'",5일 전,해고,./articles/CBMiPGh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9pbnRlcm5hdGlvbmFsL2FydGljbGUvMjAyMzA0MDIwMTE3MdIBOGh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9pbnRlcm5hdGlvbmFsL2FtcC8yMDIzMDQwMjAxMTcx?hl=ko&gl=KR&ceid=KR%3Ako,구글
684,"순천 정원박람회조직위, 해고 노동자 농성장서 '승강이'",5일 전,해고,./articles/CBMiKGh0dHBzOi8vd3d3Lm5vY3V0bmV3cy5jby5rci9uZXdzLzU5MjAyOTTSASpodHRwczovL20ubm9jdXRuZXdzLmNvLmtyL25ld3MvYW1wLzU5MjAyOTQ?hl=ko&gl=KR&ceid=KR%3Ako,구글
685,"근태불량 해고…法 ""사측과 의견대립 있었다면 고려해야, 부당""",3월 13일,해고,./articles/CBMiM2h0dHBzOi8vbmV3c2lzLmNvbS92aWV3Lz9pZD1OSVNYMjAyMzAzMTJfMDAwMjIyMzI2N9IBRWh0dHBzOi8vbW9iaWxlLm5ld3Npcy5jb20vdmlld19hbXAuaHRtbD9hcl9pZD1OSVNYMjAyMzAzMTJfMDAwMjIyMzI2Nw?hl=ko&gl=KR&ceid=KR%3Ako,구글
686,"메타, '대규모 해고'에 이어 이번엔 '성과급 삭감'",3월 29일,해고,./articles/CBMiMGh0dHBzOi8vd3d3Lm5ld3NwaW0uY29tL25ld3Mvdmlldy8yMDIzMDMyOTAwMDAxMtIBMWh0dHBzOi8vbS5uZXdzcGltLmNvbS9uZXdzYW1wL3ZpZXcvMjAyMzAzMjkwMDAwMTI?hl=ko&gl=KR&ceid=KR%3Ako,구글
687,경제·무역 - KOTRA 해외시장뉴스 뉴스 | 경제?무역 | 경제?무역,3월 17일,해고,./articles/CBMiVmh0dHBzOi8vZHJlYW0ua290cmEub3Iua3IvdXNlci9leHRyYS9rb3RyYW5ld3MvYmJzL2xpbmtWaWV3L2pzcC9QYWdlLmRvP2RhdGFJZHg9MjAxMDEy0gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
688,JTBC 인사위원회 열어 기자 해고 징계,3월 10일,해고,./articles/CBMiPmh0dHA6Ly93d3cubWVkaWF0b2RheS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MzA4OTQ20gFBaHR0cDovL3d3dy5tZWRpYXRvZGF5LmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0zMDg5NDY?hl=ko&gl=KR&ceid=KR%3Ako,구글
689,"전기차 업체 루시드, 실적 부진에 직원 13% 해고",3월 29일,해고,./articles/CBMiKWh0dHBzOi8vYml6LnNicy5jby5rci9hcnRpY2xlLzIwMDAwMTEwNDg20gEtaHR0cHM6Ly9iaXouc2JzLmNvLmtyL2FtcC9hcnRpY2xlLzIwMDAwMTEwNDg2?hl=ko&gl=KR&ceid=KR%3Ako,구글
690,"정리해고 '워너뮤직', 웹3 부서는 남길 듯",3월 30일,해고,./articles/CBMiK2h0dHBzOi8vemRuZXQuY28ua3Ivdmlldy8_bm89MjAyMzAzMzAwOTA5MzjSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
691,"자동화 속도내는 美 월마트, 주문 처리 담당 수백명 해고",3월 24일,해고,./articles/CBMiYWh0dHBzOi8vYml6LmNob3N1bi5jb20vaW50ZXJuYXRpb25hbC9pbnRlcm5hdGlvbmFsX2dlbmVyYWwvMjAyMy8wMy8yNC9QWldORlRCTlhaQ05IRkFRTTVXSlpEQklTRS_SAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
692,카카오엔터 자회사 청산… 네이버는 美계열사 정리해고 - 조선일보,3월 14일,해고,./articles/CBMiTWh0dHBzOi8vd3d3LmNob3N1bi5jb20vZWNvbm9teS90ZWNoX2l0LzIwMjMvMDMvMTQvRUNHTTJaQlFXVkg3Sk9aQjVTQlZSWkRIWlEv0gFcaHR0cHM6Ly93d3cuY2hvc3VuLmNvbS9lY29ub215L3RlY2hfaXQvMjAyMy8wMy8xNC9FQ0dNMlpCUVdWSDdKT1pCNVNCVlJaREhaUS8_b3V0cHV0VHlwZT1hbXA?hl=ko&gl=KR&ceid=KR%3Ako,구글
693,"베트남 노동시장 급랭...""주문 감소"" 이유 해고 속출",3월 17일,해고,./articles/CBMiMGh0dHBzOi8vd3d3Lm5ld3NwaW0uY29tL25ld3Mvdmlldy8yMDIzMDMxNzAwMDE2NNIBMWh0dHBzOi8vbS5uZXdzcGltLmNvbS9uZXdzYW1wL3ZpZXcvMjAyMzAzMTcwMDAxNjQ?hl=ko&gl=KR&ceid=KR%3Ako,구글
